athlete_name,sport,wiki_name,month,sport_type
SZYMANSKI Jakub,athletics,Jakub_Szymanski,2,individual
TA LOU-SMITH Marie-Josee,athletics,Marie-Josee_Ta_Lou-Smith,11,individual
TAAM Rik,athletics,Rik_Taam,1,individual
TABTI Bilal,athletics,Bilal_Tabti,6,individual
TAFTIAN Hassan,athletics,Hassan_Taftian,5,individual
TAKAHASHI Kazuki,athletics,Kazuki_Takahashi,10,individual
TAKASHIMA Yuka,athletics,Yuka_Takashima,5,individual
TAKAYAMA Shunya,athletics,Shunya_Takayama,9,individual
TALBI Zouhair,athletics,Zouhair_Talbi,4,individual
TAMAYO-GARZA Cecilia,athletics,Cecilia_Tamayo-Garza,3,individual
TAMBERI Gianmarco,athletics,Gianmarco_Tamberi,6,individual
TANAKA Nozomi,athletics,Nozomi_Tanaka,9,individual
TANAKA Yumi,athletics,Yumi_Tanaka,12,individual
TATAR Zahra,athletics,Zahra_Tatar,11,individual
TAVERNIER Alexandra,athletics,Alexandra_Tavernier,12,individual
TAYE Ejgayehu,athletics,Ejgayehu_Taye,2,individual
TAYLOR Charisma,athletics,Charisma_Taylor,9,individual
TEBOGO Letsile,athletics,Letsile_Tebogo,6,individual
TECUCEANU Catalin,athletics,Catalin_Tecuceanu,9,individual
TEFERA Samuel,athletics,Samuel_Tefera,10,individual
TEFERI Maru,athletics,Maru_Teferi,8,individual
TEJEDA Gladys,athletics,Gladys_Tejeda,9,individual
TENTOGLOU Miltiadis,athletics,Miltiadis_Tentoglou,3,individual
TERRY Twanisha,athletics,Twanisha_Terry,1,individual
TERVO Krista,athletics,Krista_Tervo,11,individual
TESFAY Fotyen,athletics,Fotyen_Tesfay,2,individual
TESFU Dolshi,athletics,Dolshi_Tesfu,6,individual
TEWA Waisake,athletics,Waisake_Tewa,9,individual
THIAM Nafissatou,athletics,Nafissatou_Thiam,8,individual
THOMAS Gabrielle,athletics,Gabrielle_Thomas,12,individual
THOMAS Lanae-Tava,athletics,Lanae-Tava_Thomas,1,individual
THOMAS-DODD Danniel,athletics,Danniel_Thomas-Dodd,11,individual
THOMPSON Kishane,athletics,Kishane_Thompson,7,individual
THOMSEN Marcus,athletics,Marcus_Thomsen,1,individual
THORNE Craig,athletics,Craig_Thorne,1,individual
TIERNAN Patrick,athletics,Patrick_Tiernan,9,individual
TILGA Karel,athletics,Karel_Tilga,2,individual
TINDOUFT Mohamed,athletics,Mohamed_Tindouft,3,individual
TINGAY Declan,athletics,Declan_Tingay,2,individual
TIYOURI Maor,athletics,Maor_Tiyouri,8,individual
TJIN-A-LIM Maayke,athletics,Maayke_Tjin-A-Lim,1,individual
TKACHUK Viktoriya,athletics,Viktoriya_Tkachuk,11,individual
TOADER Andrei Rares,athletics,Andrei_Rares_Toader,5,individual
TOIMIL Maria Belen,athletics,Maria_Belen_Toimil,5,individual
TOLA Tamirat,athletics,Tamirat_Tola,8,individual
TOLJ Marija,athletics,Marija_Tolj,11,individual
TOLO Mohamed Daouda,athletics,Mohamed_Daouda_Tolo,3,individual
TOMALA Dawid,athletics,Dawid_Tomala,8,individual
TOOR Tajinderpal Singh,athletics,Tajinderpal_Singh_Toor,11,individual
TOPIC Angelina,athletics,Angelina_Topic,7,individual
TORREALBA Leodan,athletics,Leodan_Torrealba,12,individual
TORRES Gladymar,athletics,Gladymar_Torres,3,individual
TORTU Filippo,athletics,Filippo_Tortu,6,individual
TOUMANDJI Herve,athletics,Herve_Toumandji,6,individual
TOYODA Ken,athletics,Ken_Toyoda,10,individual
TRACEY Adelle,athletics,Adelle_Tracey,5,individual
TRAJKOVIC Milan,athletics,Milan_Trajkovic,3,individual
TRAORE Cheickna,athletics,Cheickna_Traore,10,individual
TRAPLETTI Valentina,athletics,Valentina_Trapletti,7,individual
TREVISAN Giancarla,athletics,Giancarla_Trevisan,2,individual
TRIKI Yasser Mohammed,athletics,Yasser_Mohammed_Triki,3,individual
TROFIMOVA Sardana,athletics,Sardana_Trofimova,3,individual
TROIANI Virginia,athletics,Virginia_Troiani,2,individual
TSEGAY Gudaf,athletics,Gudaf_Tsegay,1,individual
TSHITE Tshepo,athletics,Tshepo_Tshite,1,individual
TSIMANOUSKAYA Krystsina,athletics,Krystsina_Tsimanouskaya,11,individual
TSUTSUE Kaito,athletics,Kaito_Tsutsue,7,individual
TUAL Gabriel,athletics,Gabriel_Tual,4,individual
TUGSUZ Eda,athletics,Eda_Tugsuz,3,individual
TURNER Vernon,athletics,Vernon_Turner,1,individual
TUTHILL Nicola,athletics,Nicola_Tuthill,12,individual
TZENGKO Elina,athletics,Elina_Tzengko,9,individual
UEDA Momone,athletics,Momone_Ueda,6,individual
UEYAMA Koki,athletics,Koki_Ueyama,5,individual
ULRICH Jayden,athletics,Jayden_Ulrich,9,individual
URENA Jorge,athletics,Jorge_Urena,10,individual
USORO Ruth,athletics,Ruth_Usoro,10,individual
UZAWA Towa,athletics,Towa_Uzawa,11,individual
VADLEJCH Jakub,athletics,Jakub_Vadlejch,10,individual
VALBY Parker,athletics,Parker_Valby,9,individual
van DAALEN Alida,athletics,Alida_Van_Daalen,4,individual
van den BROECK Naomi,athletics,Naomi_Van_Den_Broeck,1,individual
van der WEKEN Patrizia,athletics,Patrizia_Van_Der_Weken,11,individual
van ES Diane,athletics,Diane_Van_Es,3,individual
van HUNENSTIJN Marije,athletics,Marije_Van_Hunenstijn,3,individual
van KLINKEN Jorinde,athletics,Jorinde_Van_Klinken,2,individual
van NIEKERK Wayde,athletics,Wayde_Van_Niekerk,7,individual
van VUUREN Jovan,athletics,Jovan_Van_Vuuren,7,individual
van ZYL Irvette,athletics,Irvette_Van_Zyl,7,individual
VANDERELST Elise,athletics,Elise_Vanderelst,1,individual
VANNINEN Saga,athletics,Saga_Vanninen,5,individual
VARIYATHODI Muhammed Ajmal,athletics,Muhammed_Ajmal_Variyathodi,6,individual
VEGA Jerome,athletics,Jerome_Vega,4,individual
VEITIA Lisneidy,athletics,Lisneidy_Veitia,4,individual
VENKATESAN Subha,athletics,Subha_Venkatesan,8,individual
VENYERCSAN Bence,athletics,Bence_Venyercsan,1,individual
VERBRUGGEN Hanne,athletics,Hanne_Verbruggen,7,individual
VERHEYDEN Ruben,athletics,Ruben_Verheyden,12,individual
VERMEULEN Jochem,athletics,Jochem_Vermeulen,8,individual
VERVAET Imke,athletics,Imke_Vervaet,4,individual
VETTER Anouk,athletics,Anouk_Vetter,2,individual
VICTOR Lindon,athletics,Lindon_Victor,2,individual
VIDTS Noor,athletics,Noor_Vidts,5,individual
VILAGOS Adriana,athletics,Adriana_Vilagos,1,individual
VILAR Lucas,athletics,Lucas_Vilar,3,individual
VINCKE Rani,athletics,Rani_Vincke,3,individual
VISSA Sintayehu,athletics,Sintayehu_Vissa,7,individual
VISSER Nadine,athletics,Nadine_Visser,2,individual
VITA Claudine,athletics,Claudine_Vita,9,individual
VLOON Menno,athletics,Menno_Vloon,5,individual
VONDROVA Lada,athletics,Lada_Vondrova,9,individual
WAGNER-GYURKES Viktoria,athletics,Viktoria_Wagner-Gyurkes,10,individual
WAISS Abdi,athletics,Abdi_Waiss,7,individual
WALAZA Bayanda,athletics,Bayanda_Walaza,2,individual
WALCOTT Keshorn,athletics,Keshorn_Walcott,4,individual
WALCOTT-NOLAN Revee,athletics,Revee_Walcott-Nolan,3,individual
WALE Getnet,athletics,Getnet_Wale,7,individual
WALKER Jelani,athletics,Jelani_Walker,6,individual
WARHOLM Karsten,athletics,Karsten_Warholm,2,individual
WARNER Damian,athletics,Damian_Warner,11,individual
WARREN Portious,athletics,Portious_Warren,3,individual
WATKIN Deandre,athletics,Deandre_Watkin,12,individual
WAYMENT Courtney,athletics,Courtney_Wayment,8,individual
WDOWIK Oliwer,athletics,Oliwer_Wdowik,1,individual
WEBER Julian,athletics,Julian_Weber,8,individual
WEGNER Dawid,athletics,Dawid_Wegner,4,individual
WEIL Martina,athletics,Martina_Weil,7,individual
WEIR Zane,athletics,Zane_Weir,9,individual
WEISSENBERG Sophie,athletics,Sophie_Weissenberg,9,individual
WEISSHAIDINGER Lukas,athletics,Lukas_Weisshaidinger,2,individual
WELTEJI Diribe,athletics,Diribe_Welteji,5,individual
WERRO Audrey,athletics,Audrey_Werro,3,individual
WESCHE Maddison-Lee,athletics,Maddison-Lee_Wesche,6,individual
WEST Tori,athletics,Tori_West,10,individual
WHITTAKER Isabella,athletics,Isabella_Whittaker,2,individual
WHITTAKER Juliette,athletics,Juliette_Whittaker,12,individual
WIELGOSZ Anna,athletics,Anna_Wielgosz,11,individual
WIKSTROM Carolina,athletics,Carolina_Wikstrom,9,individual
WILDSCHUTT Adriaan,athletics,Adriaan_Wildschutt,5,individual
WILKINSON Callum,athletics,Callum_Wilkinson,3,individual
WILLIAMS Bianca,athletics,Bianca_Williams,12,individual
WILLIAMS Danielle,athletics,Danielle_Williams,9,individual
WILLIAMS Jodie,athletics,Jodie_Williams,9,individual
WILLIAMS Kendal,athletics,Kendal_Williams,9,individual
WILLIAMS Sada,athletics,Sada_Williams,12,individual
WILLIAMS Stacey Ann,athletics,Stacey_Ann_Williams,3,individual
WILLIS Tayleb,athletics,Tayleb_Willis,3,individual
WILSON Allie,athletics,Allie_Wilson,3,individual
WINKLER Rudy,athletics,Rudy_Winkler,12,individual
WLODARCZYK Anita,athletics,Anita_Wlodarczyk,8,individual
WOO Sanghyeok,athletics,Sanghyeok_Woo,4,individual
WOODRUFF Gianna,athletics,Gianna_Woodruff,11,individual
WRONA-KUTRZEPA Alicja,athletics,Alicja_Wrona-Kutrzepa,1,individual
WYDERKA Maciej,athletics,Maciej_Wyderka,7,individual
XIE Zhenye,athletics,Zhenye_Xie,8,individual
YAHIYA Muhammed Anas,athletics,Muhammed_Anas_Yahiya,9,individual
YAMAMOTO Yuma,athletics,Yuma_Yamamoto,5,individual
YANAGITA Hiroki,athletics,Hiroki_Yanagita,7,individual
YANAI Ayane,athletics,Ayane_Yanai,12,individual
YANG Chun-Han,athletics,Chun-Han_Yang,1,individual
YANG Jiayu,athletics,Jiayu_Yang,2,individual
YAO Jie,athletics,Jie_Yao,4,individual
YAREMCHUK Sofiia,athletics,Sofiia_Yaremchuk,6,individual
YARIGO Noelie,athletics,Noelie_Yarigo,12,individual
YARRAJI Jyothi,athletics,Jyothi_Yarraji,8,individual
YASEEN Taha Hussein,athletics,Taha_Hussein_Yaseen,1,individual
YAVI Winfred,athletics,Winfred_Yavi,12,individual
YEARGIN Nicole,athletics,Nicole_Yeargin,8,individual
YEBOAH Rose Amoanimaa,athletics,Rose_Amoanimaa_Yeboah,12,individual
YEE Regan,athletics,Regan_Yee,7,individual
YEFREMOV David,athletics,David_Yefremov,1,individual
YEGO Julius,athletics,Julius_Yego,1,individual
YIHUNE Addisu,athletics,Addisu_Yihune,3,individual
YOUNG Charokee,athletics,Charokee_Young,8,individual
YOUNG Clayton,athletics,Clayton_Young,9,individual
YOUNG Nico,athletics,Nico_Young,7,individual
YOUSOFI Kimia,athletics,Kimia_Yousofi,5,individual
YOUSSEF Alisar,athletics,Alisar_Youssef,5,individual
YUKICH Alanah,athletics,Alanah_Yukich,1,individual
ZABAWSKA Daria,athletics,Daria_Zabawska,4,individual
ZAGAINOVA Diana,athletics,Diana_Zagainova,6,individual
ZALEWSKI Karol,athletics,Karol_Zalewski,8,individual
ZAMBRANO Anthony Jose,athletics,Anthony_Jose_Zambrano,1,individual
ZANGO Hugues Fabrice,athletics,Hugues_Fabrice_Zango,6,individual
ZARBO Alessia,athletics,Alessia_Zarbo,9,individual
ZDZIEBLO Katarzyna,athletics,Katarzyna_Zdzieblo,11,individual
ZERNIKEL Oleg,athletics,Oleg_Zernikel,4,individual
ZEZE Ryan,athletics,Ryan_Zeze,1,individual
ZHOYA Sasha,athletics,Sasha_Zhoya,6,individual
ZIEMEK Zachery,athletics,Zachery_Ziemek,2,individual
ZOGHLAMI Osama,athletics,Osama_Zoghlami,6,individual
ZOHRI Lalu Muhammad,athletics,Lalu_Muhammad_Zohri,7,individual
